CustomerID,VisitCount,EligibleDiscount
C00260,2,False
C00261,10,False
C00262,14,True
C00263,21,True
C00264,4,False
C00265,1,False
C00266,6,False
C00267,11,True
C00268,43,True
C00269,18,True
C00270,24,True
C00271,7,False
C00272,23,True
C00273,10,False
C00274,12,True
C00275,4,False
C00276,4,False
C00277,3,False
C00278,10,False
C00279,1,False
C00280,12,True
C00281,28,True
C00282,25,True
C00283,11,True
C00284,22,True
C00285,7,False
C00286,13,True
C00287,4,False
C00288,15,True
C00289,3,False
C00290,25,True
C00291,4,False
C00292,16,True
C00293,11,True
C00294,14,True
C00295,8,False
C00296,18,True
C00297,7,False
C00298,4,False
C00299,37,True
C00300,15,True
C00301,7,False
C00302,11,True
C00303,22,True
C00304,10,False
C00305,12,True
C00306,13,True
C00307,7,False
C00308,5,False
C00309,2,False
C00310,3,False
C00311,1,False
C00312,11,True
C00313,20,True
C00314,1,False
C00315,16,True
C00316,4,False
C00317,2,False
C00318,44,True
C00319,9,False
C00320,3,False
C00321,7,False
C00322,19,True
C00323,20,True
C00324,2,False
C00325,12,True
C00326,8,False
C00327,19,True
C00328,13,True
C00329,2,False
C00330,32,True
C00331,17,True
C00332,3,False
C00333,7,False
C00334,31,True
C00335,7,False
C00336,17,True
C00337,11,True
C00338,35,True
C00339,18,True
C00340,2,False
C00341,4,False
C00342,2,False
C00343,3,False
C00344,7,False
C00345,14,True
C00346,14,True
C00347,4,False
C00348,25,True
C00349,10,False
C00350,11,True
C00351,26,True
C00352,27,True
C00353,2,False
C00354,14,True
C00355,5,False
C00356,17,True
C00357,51,True
C00358,28,True
C00359,7,False
C00360,4,False
C00361,12,True
C00362,7,False
C00363,9,False
C00364,2,False
C00365,35,True
C00366,4,False
C00367,6,False
C00368,7,False
C00369,9,False
C00370,15,True
C00371,24,True
C00372,12,True
C00373,5,False
C00374,4,False
C00375,2,False
C00376,10,False
C00377,19,True
C00378,4,False
C00379,17,True
C00380,19,True
C00381,11,True
C00382,41,True
C00383,37,True
C00384,16,True
C00385,12,True
C00386,6,False
C00387,6,False
C00388,6,False
C00389,5,False
C00390,29,True
C00391,8,False
C00392,11,True
C00393,25,True
C00394,16,True
C00395,20,True
C00396,61,True
C00397,20,True
C00398,15,True
C00399,11,True
C00400,23,True
C00401,10,False
C00402,7,False
C00403,8,False
C00404,1,False
C00405,1,False
C00406,40,True
C00407,5,False
C00408,1,False
C00409,6,False
C00410,7,False
C00411,38,True
C00412,37,True
C00413,11,True
C00414,14,True
C00415,15,True
C00416,16,True
C00417,2,False
C00418,5,False
C00419,5,False
C00420,25,True
C00421,14,True
C00422,17,True
C00423,26,True
C00424,31,True
C00425,6,False
C00426,9,False
C00427,15,True
C00428,5,False
C00429,15,True
C00430,10,False
C00431,17,True
C00432,27,True
C00433,27,True
C00434,15,True
C00435,12,True
C00436,15,True
C00437,4,False
C00438,16,True
C00439,11,True
C00440,3,False
C00441,2,False
C00442,5,False
C00443,21,True
C00444,9,False
C00445,20,True
C00446,20,True
C00447,8,False
C00448,8,False
C00449,29,True
C00450,13,True
C00451,25,True
C00452,30,True
C00453,8,False
C00454,2,False
C00455,8,False
C00456,16,True
C00457,29,True
C00458,10,False
C00459,23,True
C00460,3,False
C00461,2,False
C00462,2,False
C00463,2,False
C00464,16,True
C00465,5,False
C00466,7,False
C00467,9,False
C00468,16,True
C00469,46,True
C00470,11,True
C00471,8,False
C00472,5,False
C00473,4,False
C00474,15,True
C00475,19,True
C00476,3,False
C00477,7,False
C00478,15,True
C00479,7,False
C00480,25,True
C00481,6,False
C00482,19,True
C00483,12,True
C00484,1,False
C00485,2,False
C00486,4,False
C00487,8,False
C00488,10,False
C00489,20,True
C00490,13,True
C00491,14,True
C00492,39,True
C00493,1,False
C00494,4,False
C00495,27,True
C00496,11,True
C00497,5,False
C00498,1,False
C00499,23,True
C00500,6,False
C00501,7,False
C00502,11,True
C00503,8,False
C00504,23,True
C00505,19,True
C00506,2,False
C00507,12,True
C00508,13,True
C00509,10,False
C00510,5,False
C00511,31,True
C00512,23,True
C00513,13,True
C00514,10,False
C00515,3,False
C00516,42,True
C00517,6,False
C00518,9,False
C00519,6,False
C00520,40,True
C00521,4,False
C00522,9,False
C00523,10,False
C00524,31,True
C00525,5,False
C00526,9,False
C00527,7,False
C00528,43,True
C00529,6,False
C00530,12,True
C00531,4,False
C00532,4,False
C00533,39,True
C00534,39,True
C00535,16,True
C00536,6,False
C00537,24,True
C00538,22,True
C00539,7,False
C00540,18,True
C00541,11,True
C00542,19,True
C00543,24,True
C00544,22,True
C00545,10,False
C00546,13,True
C00547,16,True
C00548,5,False
C00549,9,False
C00550,2,False
C00551,15,True
C00552,12,True
C00553,20,True
C00554,14,True
C00555,14,True
C00556,10,False
C00557,3,False
C00558,11,True
C00559,15,True
C00560,8,False
C00561,3,False
C00562,11,True
C00563,11,True
C00564,21,True
C00565,38,True
C00566,5,False
C00567,22,True
C00568,25,True
C00569,6,False
C00570,7,False
C00571,3,False
C00572,30,True
C00573,13,True
C00574,11,True
C00575,19,True
C00576,24,True
C00577,31,True
C00578,29,True
C00579,5,False
C00580,6,False
C00581,3,False
C00582,21,True
C00583,11,True
C00584,3,False
C00585,4,False
C00586,7,False
C00587,5,False
C00588,18,True
C00589,19,True
C00590,28,True
C00591,6,False
C00592,17,True
C00593,10,False
C00594,5,False
C00595,2,False
C00596,3,False
C00597,14,True
C00598,26,True
C00599,6,False
C00600,9,False
C00601,9,False
C00602,19,True
C00603,7,False
C00604,12,True
C00605,11,True
C00606,2,False
C00607,17,True
C00608,35,True
C00609,8,False
C00610,9,False
C00611,29,True
C00612,8,False
C00613,24,True
C00614,32,True
C00615,8,False
C00616,5,False
C00617,1,False
C00618,7,False
C00619,8,False
C00620,11,True
C00621,31,True
C00622,5,False
C00623,8,False
C00624,6,False
C00625,7,False
C00626,4,False
C00627,9,False
C00628,13,True
C00629,4,False
C00630,10,False
C00631,5,False
C00632,10,False
C00633,14,True
C00634,2,False
C00635,6,False
C00636,4,False
C00637,6,False
C00638,9,False
C00639,34,True
C00640,9,False
C00641,31,True
C00642,23,True
C00643,2,False
C00644,5,False
C00645,33,True
C00646,33,True
C00647,6,False
C00648,30,True
C00649,16,True
C00650,41,True
C00651,1,False
C00652,20,True
C00653,10,False
C00654,2,False
C00655,4,False
C00656,36,True
C00657,49,True
C00658,15,True
C00659,14,True
C00660,8,False
C00661,9,False
C00662,17,True
C00663,18,True
C00664,14,True
C00665,2,False
C00666,9,False
C00667,7,False
C00668,32,True
C00669,21,True
C00670,20,True
C00671,8,False
C00672,17,True
C00673,19,True
C00674,21,True
C00675,4,False
C00676,21,True
C00677,13,True
C00678,20,True
C00679,5,False
C00680,10,False
C00681,7,False
C00682,16,True
C00683,2,False
C00684,2,False
C00685,2,False
C00686,17,True
C00687,6,False
C00688,12,True
C00689,18,True
C00690,5,False
C00691,4,False
C00692,14,True
C00693,21,True
C00694,16,True
C00695,8,False
C00696,17,True
C00697,15,True
C00698,34,True
C00699,2,False
C00700,26,True
C00701,6,False
C00702,22,True
C00703,14,True
C00704,12,True
C00705,40,True
C00706,13,True
C00707,25,True
C00708,42,True
C00709,6,False
C00710,8,False
C00711,8,False
C00712,11,True
C00713,4,False
C00714,8,False
C00715,38,True
C00716,41,True
C00717,9,False
C00718,21,True
C00719,13,True
C00720,14,True
C00721,10,False
C00722,22,True
C00723,10,False
C00724,4,False
C00725,15,True
C00726,5,False
C00727,11,True
C00728,48,True
C00729,7,False
C00730,7,False
C00731,8,False
C00732,3,False
C00733,11,True
C00734,15,True
C00735,25,True
C00736,8,False
C00737,29,True
C00738,8,False
C00739,17,True
C00740,24,True
C00741,1,False
C00742,1,False
C00743,14,True
C00744,7,False
C00745,26,True
C00746,28,True
C00747,20,True
C00748,22,True
C00749,29,True
C00750,34,True
C00751,5,False
C00752,34,True
C00753,14,True
C00754,17,True
C00755,10,False
C00756,10,False
C00757,10,False
C00758,6,False
C00759,11,True
C00760,8,False
C00761,2,False
C00762,4,False
C00763,4,False
C00764,18,True
C00765,48,True
C00766,7,False
C00767,1,False
C00768,11,True
C00769,1,False
C00770,14,True
C00771,15,True
C00772,33,True
C00773,7,False
C00774,13,True
C00775,6,False
C00776,4,False
C00777,30,True
C00778,25,True
C00779,2,False
C00780,15,True
C00781,23,True
C00782,3,False
C00783,16,True
C00784,19,True
C00785,46,True
C00786,18,True
C00787,9,False
C00788,1,False
C00789,10,False
C00790,6,False
C00791,8,False
C00792,11,True
C00793,5,False
C00794,1,False
C00795,29,True
C00796,4,False
C00797,6,False
C00798,35,True
C00799,22,True
C00800,10,False
C00801,6,False
C00802,8,False
C00803,10,False
C00804,8,False
C00805,5,False
C00806,15,True
C00807,7,False
C00808,15,True
C00809,15,True
C00810,2,False
C00811,2,False
C00812,8,False
C00813,3,False
C00814,17,True
C00815,10,False
C00816,5,False
C00817,46,True
C00818,10,False
C00819,8,False
C00820,9,False
C00821,5,False
C00822,9,False
C00823,30,True
C00824,27,True
C00825,20,True
C00826,9,False
C00827,6,False
C00828,1,False
C00829,2,False
C00830,1,False
C00831,2,False
C00832,13,True
C00833,44,True
C00834,18,True
C00835,15,True
C00836,22,True
C00837,8,False
C00838,39,True
C00839,10,False
C00840,16,True
C00841,10,False
C00842,10,False
C00843,27,True
C00844,5,False
C00845,9,False
C00846,5,False
C00847,3,False
C00848,27,True
C00849,18,True
C00850,6,False
C00851,5,False
C00852,8,False
C00853,11,True
C00854,9,False
C00855,11,True
C00856,10,False
C00857,27,True
C00858,4,False
C00859,27,True
C00860,4,False
C00861,8,False
C00862,6,False
C00863,25,True
C00864,22,True
C00865,19,True
C00866,16,True
C00867,4,False
C00868,4,False
C00869,14,True
C00870,5,False
C00871,8,False
C00872,18,True
C00873,8,False
C00874,18,True
C00875,24,True
C00876,9,False
C00877,9,False
C00878,7,False
C00879,8,False
C00880,14,True
C00881,55,True
C00882,5,False
C00883,3,False
C00884,20,True
C00885,5,False
C00886,41,True
C00887,36,True
C00888,39,True
C00889,28,True
C00890,23,True
C00891,14,True
C00892,5,False
C00893,7,False
C00894,12,True
C00895,7,False
C00896,3,False
C00897,6,False
C00898,2,False
C00899,5,False
C00900,5,False
C00901,8,False
C00902,12,True
C00903,8,False
C00904,49,True
C00905,19,True
C00906,4,False
C00907,23,True
C00908,2,False
C00909,6,False
C00910,9,False
C00911,24,True
C00912,29,True
C00913,29,True
C00914,8,False
C00915,33,True
C00916,16,True
C00917,12,True
C00918,28,True
C00919,35,True
C00920,25,True
C00921,33,True
C00922,5,False
C00923,30,True
C00924,32,True
C00925,9,False
C00926,6,False
C00927,13,True
C00928,9,False
C00929,8,False
C00930,24,True
C00931,5,False
C00932,5,False
C00933,9,False
C00934,8,False
C00935,25,True
C00936,8,False
C00937,8,False
C00938,26,True
C00939,15,True
C00940,9,False
C00941,33,True
C00942,9,False
C00943,14,True
C00944,26,True
C00945,41,True
C00946,5,False
C00947,19,True
C00948,5,False
C00949,23,True
C00950,23,True
C00951,6,False
C00952,41,True
C00953,14,True
C00954,4,False
C00955,14,True
C00956,8,False
C00957,3,False
C00958,26,True
C00959,30,True
C00960,26,True
C00961,8,False
C00962,18,True
C00963,4,False
C00964,20,True
C00965,17,True
C00966,6,False
C00967,10,False
C00968,3,False
C00969,4,False
C00970,2,False
C00971,8,False
C00972,14,True
C00973,9,False
C00974,9,False
C00975,17,True
C00976,29,True
C00977,10,False
C00978,15,True
C00979,7,False
C00980,8,False
C00981,16,True
C00982,21,True
C00983,48,True
C00984,8,False
C00985,29,True
C00986,31,True
C00987,7,False
C00988,39,True
C00989,5,False
C00990,5,False
C00991,32,True
C00992,8,False
C00993,11,True
C00994,9,False
C00995,1,False
C00996,16,True
C00997,10,False
C00998,10,False
C00999,1,False
C01000,5,False
C01001,1,False
C01002,44,True
C01003,30,True
C01004,39,True
C01005,6,False
C01006,1,False
C01007,36,True
C01008,30,True
C01009,26,True
C01010,36,True
C01011,19,True
C01012,5,False
C01013,4,False
C01014,1,False
C01015,18,True
C01016,22,True
C01017,13,True
C01018,3,False
C01019,20,True
C01020,24,True
C01021,36,True
C01022,43,True
C01023,9,False
C01024,11,True
C01025,1,False
C01026,35,True
C01027,28,True
C01028,4,False
C01029,4,False
C01030,11,True
C01031,13,True
C01032,13,True
C01033,9,False
C01034,9,False
C01035,4,False
C01036,26,True
C01037,10,False
C01038,15,True
C01039,14,True
C01040,4,False
C01041,2,False
C01042,8,False
C01043,2,False
C01044,22,True
C01045,22,True
C01046,8,False
C01047,6,False
C01048,31,True
C01049,40,True
C01050,2,False
C01051,16,True
C01052,25,True
C01053,4,False
C01054,8,False
C01055,21,True
C01056,18,True
C01057,24,True
C01058,2,False
C01059,31,True
C01060,5,False
C01061,3,False
C01062,2,False
C01063,29,True
C01064,22,True
C01065,8,False
C01066,14,True
C01067,11,True
C01068,23,True
C01069,6,False
C01070,11,True
C01071,9,False
C01072,16,True
C01073,5,False
C01074,3,False
C01075,3,False
C01076,15,True
C01077,8,False
C01078,7,False
C01079,16,True
C01080,12,True
C01081,14,True
C01082,39,True
C01083,8,False
C01084,6,False
C01085,10,False
C01086,5,False
C01087,5,False
C01088,18,True
C01089,16,True
C01090,32,True
C01091,18,True
C01092,11,True
C01093,13,True
C01094,7,False
C01095,20,True
C01096,35,True
C01097,11,True
C01098,4,False
C01099,16,True
C01100,17,True
C01101,21,True
C01102,13,True
C01103,4,False
C01104,4,False
C01105,23,True
C01106,4,False
C01107,8,False
C01108,6,False
C01109,15,True
C01110,8,False
C01111,9,False
C01112,17,True
C01113,10,False
C01114,17,True
C01115,8,False
C01116,11,True
C01117,20,True
C01118,14,True
C01119,24,True
C01120,26,True
C01121,6,False
C01122,3,False
C01123,33,True
C01124,51,True
C01125,11,True
C01126,4,False
C01127,6,False
C01128,4,False
C01129,1,False
C01130,5,False
C01131,16,True
C01132,34,True
C01133,8,False
C01134,21,True
C01135,1,False
C01136,3,False
C01137,2,False
C01138,11,True
C01139,51,True
C01140,23,True
C01141,17,True
C01142,10,False
C01143,6,False
C01144,19,True
C01145,2,False
C01146,21,True
C01147,5,False
C01148,12,True
C01149,34,True
C01150,13,True
C01151,6,False
C01152,16,True
C01153,14,True
C01154,11,True
C01155,12,True
C01156,2,False
C01157,6,False
C01158,6,False
C01159,7,False
C01160,12,True
C01161,4,False
C01162,8,False
C01163,5,False
C01164,3,False
C01165,3,False
C01166,11,True
C01167,25,True
C01168,8,False
C01169,18,True
C01170,13,True
C01171,2,False
C01172,26,True
C01173,14,True
C01174,14,True
C01175,3,False
C01176,4,False
C01177,20,True
C01178,40,True
C01179,35,True
C01180,16,True
C01181,17,True
C01182,5,False
C01183,2,False
C01184,13,True
C01185,5,False
C01186,30,True
C01187,33,True
C01188,4,False
C01189,8,False
C01190,9,False
C01191,28,True
C01192,4,False
C01193,11,True
C01194,8,False
C01195,28,True
C01196,7,False
C01197,28,True
C01198,13,True
C01199,5,False
C01200,8,False
C01201,26,True
C01202,10,False
C01203,23,True
C01204,10,False
C01205,14,True
C01206,16,True
C01207,40,True
C01208,4,False
C01209,1,False
C01210,7,False
C01211,23,True
C01212,28,True
C01213,35,True
C01214,12,True
C01215,8,False
C01216,7,False
C01217,9,False
C01218,12,True
C01219,5,False
C01220,18,True
C01221,26,True
C01222,19,True
C01223,9,False
C01224,8,False
C01225,28,True
C01226,15,True
C01227,19,True
C01228,34,True
C01229,22,True
C01230,11,True
C01231,16,True
C01232,7,False
C01233,13,True
C01234,27,True
C01235,13,True
C01236,21,True
C01237,6,False
C01238,8,False
C01239,10,False
C01240,3,False
C01241,11,True
C01242,17,True
C01243,5,False
C01244,27,True
C01245,2,False
C01246,28,True
C01247,13,True
C01248,21,True
C01249,10,False
C01250,13,True
C01251,33,True
C01252,18,True
C01253,8,False
C01254,8,False
C01255,19,True
C01256,9,False
C01257,7,False
C01258,23,True
C01259,5,False
C01260,41,True
C01261,13,True
C01262,40,True
C01263,19,True
C01264,23,True
C01265,5,False
C01266,10,False
C01267,5,False
C01268,17,True
C01269,11,True
C01270,7,False
C01271,12,True
C01272,23,True
C01273,5,False
C01274,8,False
C01275,8,False
C01276,22,True
C01277,2,False
C01278,9,False
C01279,37,True
C01280,3,False
C01281,23,True
C01282,2,False
C01283,9,False
C01284,13,True
C01285,41,True
C01286,18,True
C01287,7,False
C01288,25,True
C01289,3,False
C01290,20,True
C01291,19,True
C01292,33,True
C01293,35,True
C01294,38,True
C01295,6,False
C01296,44,True
C01297,9,False
C01298,6,False
C01299,7,False
C01300,24,True
C01301,32,True
C01302,14,True
C01303,12,True
C01304,30,True
C01305,6,False
C01306,32,True
C01307,32,True
C01308,9,False
C01309,3,False
C01310,8,False
C01311,14,True
C01312,19,True
C01313,20,True
C01314,28,True
C01315,2,False
C01316,31,True
C01317,5,False
C01318,34,True
C01319,11,True
C01320,5,False
C01321,3,False
C01322,13,True
C01323,1,False
C01324,33,True
C01325,11,True
C01326,8,False
C01327,23,True
C01328,8,False
C01329,8,False
C01330,7,False
C01331,25,True
C01332,13,True
C01333,18,True
C01334,21,True
C01335,9,False
C01336,4,False
C01337,1,False
C01338,22,True
C01339,29,True
C01340,7,False
C01341,18,True
C01342,2,False
C01343,3,False
C01344,3,False
C01345,19,True
C01346,6,False
C01347,18,True
C01348,14,True
C01349,32,True
C01350,17,True
C01351,13,True
C01352,6,False
C01353,4,False
C01354,4,False
C01355,18,True
C01356,12,True
C01357,35,True
C01358,45,True
C01359,18,True
C01360,20,True
C01361,13,True
C01362,37,True
C01363,4,False
C01364,17,True
C01365,16,True
C01366,8,False
C01367,54,True
C01368,23,True
C01369,17,True
C01370,39,True
C01371,3,False
C01372,3,False
C01373,8,False
C01374,13,True
C01375,2,False
C01376,1,False
C01377,20,True
C01378,22,True
C01379,6,False
C01380,2,False
C01381,18,True
C01382,3,False
C01383,16,True
C01384,16,True
C01385,29,True
C01386,28,True
C01387,3,False
C01388,15,True
C01389,11,True
C01390,5,False
C01391,6,False
C01392,5,False
C01393,9,False
C01394,24,True
C01395,3,False
C01396,36,True
C01397,1,False
C01398,2,False
C01399,4,False
C01400,9,False
C01401,10,False
C01402,5,False
C01403,2,False
C01404,52,True
C01405,12,True
C01406,11,True
C01407,20,True
C01408,2,False
C01409,2,False
C01410,11,True
C01411,4,False
C01412,1,False
C01413,4,False
C01414,17,True
C01415,2,False
C01416,20,True
C01417,2,False
C01418,10,False
C01419,26,True
C01420,15,True
C01421,5,False
C01422,3,False
C01423,19,True
C01424,32,True
C01425,7,False
C01426,9,False
C01427,29,True
C01428,9,False
C01429,26,True
C01430,16,True
C01431,23,True
C01432,29,True
C01433,9,False
C01434,40,True
C01435,9,False
C01436,5,False
C01437,7,False
C01438,12,True
C01439,17,True
C01440,4,False
C01441,34,True
C01442,4,False
C01443,11,True
C01444,31,True
C01445,23,True
C01446,8,False
C01447,4,False
C01448,17,True
C01449,10,False
C01450,28,True
C01451,10,False
C01452,22,True
C01453,8,False
C01454,35,True
C01455,4,False
C01456,8,False
C01457,6,False
C01458,6,False
C01459,1,False
C01460,4,False
C01461,49,True
C01462,33,True
C01463,43,True
C01464,4,False
C01465,17,True
C01466,30,True
C01467,21,True
C01468,2,False
C01469,31,True
C01470,30,True
C01471,3,False
C01472,10,False
C01473,31,True
C01474,22,True
C01475,9,False
C01476,34,True
C01477,4,False
C01478,3,False
C01479,44,True
C01480,13,True
C01481,39,True
C01482,37,True
C01483,6,False
C01484,6,False
C01485,16,True
C01486,21,True
C01487,5,False
C01488,12,True
C01489,6,False
C01490,3,False
C01491,4,False
C01492,13,True
C01493,2,False
C01494,41,True
C01495,10,False
C01496,17,True
C01497,2,False
C01498,17,True
C01499,9,False
C01500,2,False
C01501,18,True
C01502,4,False
C01503,4,False
C01504,28,True
C01505,43,True
C01506,18,True
C01507,20,True
C01508,12,True
C01509,8,False
C01510,15,True
C01511,40,True
C01512,5,False
C01513,12,True
C01514,12,True
C01515,9,False
C01516,5,False
C01517,8,False
C01518,23,True
C01519,24,True
C01520,15,True
C01521,9,False
C01522,4,False
C01523,13,True
C01524,14,True
C01525,10,False
C01526,2,False
C01527,4,False
C01528,4,False
C01529,6,False
C01530,10,False
C01531,7,False
C01532,25,True
C01533,17,True
C01534,19,True
C01535,15,True
C01536,15,True
C01537,20,True
C01538,8,False
C01539,4,False
C01540,7,False
C01541,2,False
C01542,5,False
C01543,29,True
C01544,5,False
C01545,8,False
C01546,12,True
C01547,4,False
C01548,8,False
C01549,10,False
C01550,6,False
C01551,4,False
C01552,9,False
C01553,34,True
C01554,9,False
C01555,5,False
C01556,24,True
C01557,5,False
C01558,32,True
C01559,21,True
C01560,14,True
C01561,5,False
C01562,5,False
C01563,26,True
C01564,35,True
C01565,16,True
C01566,31,True
C01567,15,True
C01568,45,True
C01569,2,False
C01570,8,False
C01571,2,False
C01572,5,False
C01573,8,False
C01574,8,False
C01575,26,True
C01576,12,True
C01577,4,False
C01578,12,True
C01579,8,False
C01580,7,False
C01581,1,False
C01582,20,True
C01583,8,False
C01584,11,True
C01585,26,True
C01586,26,True
C01587,32,True
C01588,7,False
C01589,4,False
C01590,30,True
C01591,10,False
C01592,25,True
C01593,8,False
C01594,19,True
C01595,4,False
C01596,28,True
C01597,16,True
C01598,2,False
C01599,25,True
C01600,20,True
C01601,6,False
C01602,28,True
C01603,6,False
C01604,18,True
C01605,4,False
C01606,33,True
C01607,26,True
C01608,5,False
C01609,14,True
C01610,18,True
C01611,5,False
C01612,9,False
C01613,11,True
C01614,4,False
C01615,2,False
C01616,7,False
C01617,13,True
C01618,4,False
C01619,8,False
C01620,37,True
C01621,3,False
C01622,23,True
C01623,47,True
C01624,4,False
C01625,34,True
C01626,8,False
C01627,10,False
C01628,20,True
C01629,15,True
C01630,5,False
C01631,4,False
C01632,43,True
C01633,33,True
C01634,19,True
C01635,46,True
C01636,29,True
C01637,39,True
C01638,17,True
C01639,18,True
C01640,23,True
C01641,5,False
C01642,12,True
C01643,12,True
C01644,7,False
C01645,8,False
C01646,26,True
C01647,6,False
C01648,16,True
C01649,9,False
C01650,41,True
C01651,2,False
C01652,9,False
C01653,26,True
C01654,3,False
C01655,37,True
C01656,10,False
C01657,2,False
C01658,26,True
C01659,4,False
C01660,30,True
C01661,3,False
C01662,10,False
C01663,26,True
C01664,35,True
C01665,23,True
C01666,2,False
C01667,29,True
C01668,4,False
C01669,11,True
C01670,7,False
C01671,6,False
C01672,22,True
C01673,5,False
C01674,3,False
C01675,34,True
C01676,7,False
C01677,24,True
C01678,4,False
C01679,7,False
C01680,18,True
C01681,5,False
C01682,7,False
C01683,4,False
C01684,10,False
C01685,15,True
C01686,17,True
C01687,8,False
C01688,6,False
C01689,23,True
C01690,16,True
C01691,32,True
C01692,3,False
C01693,14,True
C01694,20,True
C01695,6,False
C01696,7,False
C01697,7,False
C01698,21,True
C01699,11,True
C01700,14,True
C01701,52,True
C01702,5,False
C01703,3,False
C01704,12,True
C01705,23,True
C01706,35,True
C01707,12,True
C01708,8,False
C01709,11,True
C01710,41,True
C01711,15,True
C01712,9,False
C01713,12,True
C01714,31,True
C01715,5,False
C01716,7,False
C01717,15,True
C01718,3,False
C01719,8,False
C01720,16,True
C01721,25,True
C01722,38,True
C01723,46,True
C01724,2,False
C01725,7,False
C01726,3,False
C01727,9,False
C01728,5,False
C01729,27,True
C01730,8,False
C01731,25,True
C01732,1,False
C01733,37,True
C01734,22,True
C01735,7,False
C01736,20,True
C01737,1,False
C01738,28,True
C01739,9,False
C01740,44,True
C01741,11,True
C01742,2,False
C01743,8,False
